id,name,industry,review,likes,rating,posted_at,token_count,too_long,aspect,sentiment,confidence,position,mapped_topic,topic_score
585827,Riwa Gastro AG,Restaurant,Leckeres Eis und netter Service!,0,4.0,2023-04-22 15:50:01.416,11,False,"['Eis', 'Service']","['Positive', 'Positive']","[0.9981, 0.9982]","[[1], [4]]",Other,0.42019593715667725
585827,Riwa Gastro AG,Restaurant,"Try it! The first impression is deceiving, looking like a highway stop. Truth be told also inside it has the charm of a Raststätte. However, service is down to earth and the food is solid and of high quality. This is a no frills experience but checks all the right boxes and comes in at a slightly better price than your would expect.
Definitely ask for the septate dessert card and try the ""Natur Yoghurt"" ice cream..
Update 2023: still love it",1,5.0,2019-02-09 19:53:26.000,118,False,[],[],[],[],Other,0.39682722091674805
585827,Riwa Gastro AG,Restaurant,Immer alles perfekt. Danke,0,5.0,2023-04-16 13:18:36.731,9,False,[],[],[],[],Other,0.39682722091674805
585827,Riwa Gastro AG,Restaurant,Feine Desserts❤️,0,5.0,2023-04-11 06:45:40.392,9,False,['Desserts'],['Positive'],[0.9656],[[1]],Other,0.28140825033187866
585827,Riwa Gastro AG,Restaurant,5 Sterne absolut verdient!,0,5.0,2023-04-10 14:29:48.634,9,False,[],[],[],[],Other,0.39682722091674805
585827,Riwa Gastro AG,Restaurant,"Sehr schönes Ausflugsrestaurant mit fantastischer Aussicht.
Sehr freundliches Personal, schnelle Bedienung.
Essen schmeckt hervorragend.
Reservierung empfohlen.",0,5.0,2022-04-02 18:54:37.071,40,False,"['Aussicht', 'Personal', 'Bedienung', 'Essen']","['Positive', 'Positive', 'Positive', 'Positive']","[0.9985, 0.9981, 0.9976, 0.997]","[[5], [9], [12], [14]]",Other,0.5105617046356201
585827,Riwa Gastro AG,Restaurant,Super essen tolle Saisonale Gerichte,2,5.0,2023-04-09 05:46:22.794,10,False,"['essen', 'Gerichte']","['Positive', 'Positive']","[0.9976, 0.998]","[[1], [4]]",Ambiente,0.4789259433746338
585827,Riwa Gastro AG,Restaurant,Super gegessen und toller Service!,0,5.0,2023-04-06 19:38:47.336,10,False,['Service'],['Positive'],[0.9983],[[4]],Other,0.41187363862991333
585827,Riwa Gastro AG,Restaurant,"Sehr schönes Restaurant mit herrlichem Weitblick. Grosse Speisekarte mit viel Auswahl an Saison gerechten Speisen. Menus schön angerichtetet, super lecker und Portionen waren bei unserem Besuch recht gross. Service speditiv und freundlich.",1,5.0,2023-04-05 19:02:49.218,61,False,"['Restaurant', 'Speisekarte', 'Menus', 'Portionen', 'Service']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']","[0.9982, 0.9979, 0.9978, 0.9981, 0.9979]","[[2], [8], [17], [24], [32]]",Other,0.42530524730682373
585827,Riwa Gastro AG,Restaurant,"Gutes Restaurant, feine und immer auch saisonale Gerichte im Angebot. Toller Ausblick.",0,5.0,2023-04-04 12:58:59.201,24,False,"['Restaurant', 'Gerichte', 'Ausblick']","['Positive', 'Positive', 'Positive']","[0.998, 0.9973, 0.9973]","[[1], [8], [13]]",Other,0.445963054895401
585827,Riwa Gastro AG,Restaurant,"Very welcoming staff, friendly knowledgeable and very helpful. Food is all amazing, starter I had soup.!! Omg yummmmy. Main courses both fresh and tasty 😋 and just enough room for an amazing desert. Place had amazing views, inside they also sell some of the foods to take away.!!! Including an amazing dressing. And the toilets don’t smell like toilets. Beautiful and clean 🧽",2,5.0,2023-04-03 21:02:58.993,98,False,"['staff', 'Food', 'Main courses', 'desert', 'views', 'dressing', 'toilets']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive', 'Positive', 'Positive']","[0.9963, 0.99, 0.9827, 0.8774, 0.8883, 0.9846, 0.9824]","[[2], [10], [25, 26], [39], [44], [64], [68]]",Other,0.45344793796539307
585827,Riwa Gastro AG,Restaurant,Wonderful service with suppurb food,0,4.0,2023-03-30 19:00:33.780,10,False,"['service', 'food']","['Positive', 'Positive']","[0.9809, 0.7583]","[[1], [4]]",Other,0.44185906648635864
585827,Riwa Gastro AG,Restaurant,"Immer wieder gern.
Am 29.01.2022 wieder einmal zum Abendessen da, wieder Top. Das Restaurant voll, aber das Personal behielten den Überblick und leisteten einen Super Service. DANKE
Am 23.03.22 wieder mmmhhm einfach GUT.
Natürlich immer wieder zum Mittagessen und natürlich zum Glace.
Heute 23.03.23 zum Nachtessen auch wieder Top.
Waldegg my Favorit.",4,5.0,2020-06-21 16:20:21.346,95,False,"['Personal', 'Service', 'Waldegg']","['Positive', 'Positive', 'Positive']","[0.9759, 0.9572, 0.983]","[[25], [33], [69]]",Service,0.4951022267341614
585827,Riwa Gastro AG,Restaurant,Immer wieder ein Besuch wert..,0,5.0,2023-03-19 18:48:30.658,10,False,[],[],[],[],Other,0.39682722091674805
585827,Riwa Gastro AG,Restaurant,"Schon oft besucht und gerne immer wieder 😊, sehr feine Speisen, äusserst freundliche Service-Mitarbeitende",0,5.0,2023-03-11 15:08:18.116,35,False,"['Speisen', 'Service', 'Mitarbeitende']","['Positive', 'Positive', 'Positive']","[0.9982, 0.9879, 0.9843]","[[11], [15], [17]]",Service,0.45195406675338745
585827,Riwa Gastro AG,Restaurant,Eines meiner lieblings Restaurant. Die Küche ist sehr gut. Hier gibt es die beste Salatsauce die ich je in einem Restaurant erhalten habe.,3,5.0,2019-12-14 21:31:08.210,36,False,"['Restaurant', 'Küche', 'Salatsauce']","['Positive', 'Positive', 'Positive']","[0.9985, 0.9985, 0.9986]","[[3], [6], [16]]",Other,0.3698613941669464
585827,Riwa Gastro AG,Restaurant,"Das Personal ist sehr freundlich, super Essen, und die Aussicht unbezahlbar.",0,5.0,2023-03-09 13:39:08.736,21,False,"['Personal', 'Essen', 'Aussicht']","['Positive', 'Positive', 'Positive']","[0.9982, 0.9985, 0.9986]","[[1], [7], [11]]",Ambiente,0.5258337259292603
585827,Riwa Gastro AG,Restaurant,"Es ist unser Lieblingsrestaurant. das Essen ist sehr gut. Für uns ist es immer ein ""muss"" wenn wir von Zürich nach Wil fahren. Das Personal ist einfach sehr zuvorkommen. Bei der Chefin merkt man, sie macht es mit Herzblut. À bientôt !",0,5.0,2023-03-07 11:31:29.327,69,False,"['Essen', 'Personal', 'Chefin']","['Positive', 'Positive', 'Positive']","[0.9983, 0.9971, 0.9976]","[[6], [29], [37]]",Other,0.43132489919662476
585827,Riwa Gastro AG,Restaurant,Zum empfehlen,0,5.0,2023-03-06 12:18:14.985,4,False,[],[],[],[],Other,0.39682722091674805
585827,Riwa Gastro AG,Restaurant,"Hammer Essen, top Service!",0,5.0,2023-03-03 22:25:37.401,8,False,"['Essen', 'Service']","['Positive', 'Positive']","[0.9977, 0.9979]","[[1], [4]]",Service,0.49259239435195923
585827,Riwa Gastro AG,Restaurant,"Ort & Bedienung sehr toll & sehr freundlich
Essen maximal durchschnittlich. Kalter Spinat in einem Restaurant... war leider mein erstes und letztes mal.",0,3.0,2023-02-20 10:44:39.777,42,False,"['Ort', 'Bedienung', 'Essen']","['Positive', 'Positive', 'Neutral']","[0.9887, 0.9482, 0.8579]","[[0], [2], [8]]",Ambiente,0.5190422534942627
585827,Riwa Gastro AG,Restaurant,Egal zu welcher Zeit und bei welcher Witterung! Ein Besuch lohnt sich auf jeden Fall!,0,4.0,2023-02-14 18:28:32.977,25,False,['Besuch'],['Positive'],[0.9987],[[10]],Other,0.42575639486312866
585827,Riwa Gastro AG,Restaurant,"Sehr nette Bedienung
Sehr gute und währtschafte Auswahl
Portionen auch für den grossen Hunger",0,5.0,2023-02-04 08:11:11.165,30,False,"['Bedienung', 'Portionen']","['Positive', 'Positive']","[0.9984, 0.9973]","[[2], [8]]",Other,0.45627349615097046
585827,Riwa Gastro AG,Restaurant,Wollte schon lange mal hier essen Habs aber nie geschafft. Dann jetzt doch endlich mal 😊 wir haben gut gegessen grosse Portionen super Salat Fleisch alles tip top das Personal erschien mir auch freundlich ich komme bald wieder vielen Dank,0,5.0,2023-02-02 18:47:27.249,58,False,"['Salat Fleisch', 'Personal']","['Positive', 'Positive']","[0.9983, 0.9979]","[[24, 25], [30]]",Other,0.3947082459926605
585827,Riwa Gastro AG,Restaurant,Wie immer. Top und ist immer noch so,0,5.0,2019-04-14 10:48:57.979,11,False,[],[],[],[],Other,0.39682722091674805
585827,Riwa Gastro AG,Restaurant,Super platz,0,5.0,2023-01-27 19:35:53.841,5,False,['platz'],['Positive'],[0.9977],[[1]],Other,0.3968411087989807
585827,Riwa Gastro AG,Restaurant,"Very friendly staff, they make you feel super welcome in a comfortable and warm atmosphere. The food is excellent in general, we were all very pleased with our different meals.",1,5.0,2023-01-25 08:17:40.189,43,False,"['staff', 'atmosphere', 'food', 'meals']","['Positive', 'Positive', 'Positive', 'Positive']","[0.9981, 0.9973, 0.995, 0.9951]","[[2], [15], [18], [32]]",Ambiente,0.5430565476417542
585827,Riwa Gastro AG,Restaurant,Das Essen war top eben so die Bedinung würde es jedem weiter empfehlen,0,5.0,2023-01-24 18:06:08.332,20,False,['Essen'],['Positive'],[0.996],[[1]],Ambiente,0.476659893989563
585827,Riwa Gastro AG,Restaurant,"Gutes Essen, freundliche Bedienung",0,5.0,2023-01-18 15:08:30.743,10,False,"['Essen', 'Bedienung']","['Positive', 'Positive']","[0.9982, 0.9983]","[[1], [4]]",Other,0.46190595626831055
585827,Riwa Gastro AG,Restaurant,"War ""nur"" zu einem Kaffee dort. Sehr freundliches Personal, schöne Aussicht und tolles Ambiente.
Es hat viele Parkplätze direkt vor dem Lokal.
Gerne wieder",0,5.0,2023-01-16 20:47:05.386,44,False,"['Personal', 'Aussicht', 'Ambiente', 'Parkplätze']","['Positive', 'Positive', 'Positive', 'Positive']","[0.9846, 0.997, 0.9973, 0.9953]","[[11], [14], [17], [22]]",Ambiente,0.5604287981987
585827,Riwa Gastro AG,Restaurant,Passte alles gut,0,4.0,2023-01-15 16:12:11.731,6,False,[],[],[],[],Other,0.39682722091674805
585827,Riwa Gastro AG,Restaurant,Gut,0,4.0,2023-01-09 16:50:57.969,3,False,[],[],[],[],Other,0.39682722091674805
585827,Riwa Gastro AG,Restaurant,Gemütlich und schön,0,5.0,2023-01-08 13:18:24.096,7,False,[],[],[],[],Other,0.39682722091674805
585827,Riwa Gastro AG,Restaurant,"Sehr schönes Ausflugrestaurant  mit Blick auf den Zürichsee. Gutes Essen und sehr freundliches Personal. Man sollte reservieren, den es ist immer gut besetzt.",0,4.0,2023-01-05 17:59:21.272,43,False,"['Ausflugrestaurant', 'Essen', 'Personal']","['Positive', 'Positive', 'Positive']","[0.9984, 0.9973, 0.9927]","[[2], [10], [14]]",Ambiente,0.4937070310115814
585827,Riwa Gastro AG,Restaurant,..Einfach jedesmal excellent....🤩🤗😋,0,5.0,2021-07-16 22:18:41.105,14,False,[],[],[],[],Other,0.39682722091674805
585827,Riwa Gastro AG,Restaurant,Wie immer sehr gut. Das Chateaubriand zart wie Butter. Immer wieder gerne!!,0,5.0,2023-01-02 20:07:18.911,24,False,['Chateaubriand'],['Positive'],[0.9984],[[6]],Other,0.3945181965827942
585827,Riwa Gastro AG,Restaurant,Immer wieder fein,0,5.0,2023-01-02 17:16:37.813,6,False,[],[],[],[],Other,0.39682722091674805
585827,Riwa Gastro AG,Restaurant,Schöne Aussicht,0,4.0,2022-12-26 12:08:23.586,6,False,['Aussicht'],['Positive'],[0.9981],[[1]],Other,0.4174202084541321
585827,Riwa Gastro AG,Restaurant,"Sehr freundlich, hilfsbereit und aufmerksam. Küche vorzüglich👍
Reservation für Essen empfohlen! Kann ich sehr empfehlen.  War erneut hier zum Essen, kann meine vorher gemachten Eindrpcke nur bestätigen. Supper👍👏",1,5.0,2018-06-07 10:22:55.660,63,False,"['Küche', 'Reservation']","['Positive', 'Positive']","[0.998, 0.9973]","[[7], [9]]",Other,0.34970155358314514
585827,Riwa Gastro AG,Restaurant,"gut Bürgeliches essen, eine sehr gepflegte und saubere WC Anlage.",0,3.0,2022-10-22 14:51:31.204,20,False,"['essen', 'WC Anlage']","['Positive', 'Positive']","[0.9969, 0.9985]","[[2], [9, 10]]",Ambiente,0.46831434965133667
585827,Riwa Gastro AG,Restaurant,"Sehr sehr gutes Essen
Zuvorkommende nette Bedienung
Kann das Waldegg nur weiter empfehlen",0,5.0,2022-12-12 19:14:44.287,23,False,"['Essen', 'Bedienung']","['Positive', 'Positive']","[0.9983, 0.9984]","[[3], [6]]",Other,0.46190595626831055
585827,Riwa Gastro AG,Restaurant,Immer gerne wieder. Gut bürgerliche Küche. Feine Sachen zum Kaufen.,0,5.0,2022-12-10 23:50:30.403,22,False,"['Küche', 'Sachen']","['Positive', 'Positive']","[0.9899, 0.9969]","[[6], [9]]",Other,0.38227546215057373
585827,Riwa Gastro AG,Restaurant,Zum Empfehlen .....,0,5.0,2022-12-09 19:07:08.728,7,False,[],[],[],[],Other,0.39682722091674805
585827,Riwa Gastro AG,Restaurant,"Tolles Essen alles stimmte, allerdings waren die Pommes fast kalt und somit zäh …..aber das passiert, eher unwichtig",0,5.0,2022-12-04 07:52:55.018,35,False,"['Essen', 'Pommes']","['Positive', 'Negative']","[0.9898, 0.99]","[[1], [8]]",Other,0.36151719093322754
585827,Riwa Gastro AG,Restaurant,"Leckeres Essen preislich im höherem Preissegment anzusiedeln.

Lokal auffallend schön. Die Sauberkeit des WC muss ich hier Mal hervorheben das ist wirklich vorbildlich gepflegt.

Bedienung freundlich und zuvorkommend.",0,5.0,2022-11-21 20:58:59.173,58,False,"['Essen', 'Lokal', 'WC', 'Bedienung']","['Positive', 'Positive', 'Positive', 'Positive']","[0.9923, 0.9972, 0.9974, 0.9975]","[[1], [8], [15], [27]]",Ambiente,0.4704681634902954
585827,Riwa Gastro AG,Restaurant,Toller Service und sehr kinderfreundlich,0,5.0,2022-11-19 21:22:57.198,10,False,['Service'],['Positive'],[0.9982],[[1]],Other,0.41187363862991333
